精美装修   采光很好  业主急售 带车位,锦华小区 _ 兴华南街,3室2厅 | 122.34平米 | 南 北 | 精装 | 7层  | 板楼,"VR看装修,房本满五年,随时看房,商业类",106万,单价8665元/平米
黄河路7号院 3室1厅 南,黄河路7号院 _ 花园路,3室1厅 | 61.36平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,商业类",70万,单价11409元/平米
满五唯一 不临街不临路 诚心出售 精装,广汇·PAMA _ 未来大厦,4室2厅 | 180.9平米 | 南 北 | 精装 | 低楼层(共29层)  | 板楼,"VR看装修,房本满五年,商业类",450万,单价24876元/平米
小区是2016年的次新房小区，户型方正，物业管理好,宏光协和城邦 _ 未来大厦,3室1厅 | 125.66平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",221万,单价17588元/平米
复式精装4房满五唯一八中纬三路,源升府邻竹园 _ 花园路,4室2厅 | 63.2平米 | 南 西南 | 精装 | 高楼层(共23层)  | 塔楼,"VR房源,房本满五年,随时看房",236万,单价37342元/平米
恒大名都 好楼栋中间楼层，视野开阔 通风透气好精装修,恒大名都 _ 科技市场,3室2厅 | 137.96平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,"VR看装修,房本满五年,随时看房",320万,单价23196元/平米
满五不唯一  价格优惠 客厅朝南 小区这个户型就这一套,金水花园东区 _ 未来大厦,4室2厅 | 167.28平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",265万,单价15842元/平米
紫荆山公园旁 地铁口 3房 诚心出售，看房方便,紫金城 _ 人民路,3室1厅 | 149.08平米 | 南 | 简装 | 高楼层(共31层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房",200万,单价13416元/平米
民航路地铁口，南北通透，两梯两户，精装修，诚心急售,名门盛世 _ 燕庄,3室2厅 | 138.34平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,"VR房源,房本满五年,随时看房",262万,单价18939元/平米
此房我看过，全南户型，中间楼层，业主急售,汇金玫瑰园 _ 索凌路北段,2室2厅 | 88.12平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房,商业类",124万,单价14072元/平米
四季花城 2室2厅 南 北,四季花城 _ 陈寨,2室2厅 | 90.15平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,"VR房源,房本满五年,随时看房,商业类",122万,单价13534元/平米
满五年不唯一 低楼层优质两房 无抵押无户口,文雅小区 _ 省中医院,2室1厅 | 66.34平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房,商业类",78万,单价11758元/平米
北龙湖一路之隔，大三室，一梯两户，看房有钥匙,琥珀名城 _ 汽配大世界,3室2厅 | 123.24平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,"VR房源,房本满五年,随时看房",175万,单价14200元/平米
多层养老一楼，紧凑小三室，全明采光，总价低,沙口路31号院 _ 南阳路,3室1厅 | 78.17平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",75.5万,单价9659元/平米
3号线地铁口 双气朝南两居室业主诚心出售,伟业芝华室 _ 燕庄,2室1厅 | 86.03平米 | 南 | 简装 | 高楼层(共14层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房",135万,单价15693元/平米
北三环旁  低楼层 精装4房 业主诚心出售,北苑家园 _ 庙李,4室1厅 | 177平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年,商业类",242万,单价13673元/平米
23家属院，一楼带院子精装修，省实验旁边,政四街2号 _ 省人民医院,3室1厅 | 55.8平米 | 南 | 精装 | 低楼层(共5层)  | 塔楼,"近地铁,VR房源,房本满五年,商业类",155万,单价27778元/平米
博物院社区 一楼三房 双气带花园,河南机电学校家属院 _ 文博广场,3室2厅 | 105.11平米 | 东 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR房源,房本满五年",385万,单价36629元/平米
黄委会家属院 满五唯一 小三房 看房方便 上6中 诚心,黄委会水文局家属院 _ 商代遗址,3室1厅 | 78.46平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年",143万,单价18226元/平米
省高法家属院 满五唯一 中间楼层 1999年 房龄小区较新,河南省省高法家属院 _ 燕庄,3室2厅 | 118.11平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年",168万,单价14225元/平米
省医旁 方正3房 采光好 诚心出售,金水区检察院家属院 _ 财富广场,3室2厅 | 117.77平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年",120万,单价10190元/平米
2梯3户 西户一个房本儿 进门带入室花园 精装4加1户型,银基王朝4期东南御 _ 燕庄,4室2厅 | 216.19平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,"近地铁,VR房源,房本满两年",490万,单价22666元/平米
和昌悦澜 3室1厅 南,和昌悦澜 _ 新北站,3室1厅 | 90.42平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,"近地铁,VR看装修,房本满两年",168万,单价18580元/平米
电梯双气楼间距100米上，楼层好，采光好 小区环境优美,丰庆华府 _ 绿茵广场,2室1厅 | 95.77平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,"VR看装修,房本满五年",158万,单价16498元/平米
政七街17号 2室1厅 西,政七街17号 _ 花园路,2室1厅 | 64.26平米 | 西 | 简装 | 中楼层(共6层)  | 暂无数据,"近地铁,VR看装修,房本满五年,商业类",70万,单价10894元/平米
文化路红旗路！双气三房！全明户型！小区停车方便！,红旗路25号 _ 青少年公园,3室2厅 | 99.3平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,商业类",115万,单价11582元/平米
业主诚心出售，看房很方便，门口地铁,安泰金苑 _ 索凌路北段,2室1厅 | 64.81平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,随时看房,商业类",84万,单价12961元/平米
契税满两年，无差额税，一线河景房,锦艺金水湾观源苑 _ 北大学城,3室1厅 | 88.42平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,"VR看装修,随时看房,商业类",162万,单价18322元/平米
此房装修好，中间楼层，采光充足无遮挡。户型方正。,银基王朝 _ 燕庄,3室2厅 | 135.66平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,"VR看装修,房本满五年,随时看房,商业类",258万,单价19019元/平米
江山名典 电梯小高层 得房率高 全明户型 中间楼层,江山名典 _ 省中医院,3室2厅 | 101.53平米 | 南 北 | 精装 | 中楼层(共12层)  | 板塔结合,"VR看装修,房本满五年,随时看房,商业类",132.8万,单价13080元/平米
满五唯一 精装修 配套齐全 好房推推,正商世纪港湾 _ 海洋馆,2室2厅 | 86.14平米 | 西 | 简装 | 低楼层(共20层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房,商业类",105万,单价12190元/平米
房子户型反正 精装舒适 楼层3层 看房 方便,黄河路5号院 _ 花园路,2室1厅 | 59.71平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",58万,单价9714元/平米
民航地铁口200米三房 好楼层,河南出入境检验检疫局 _ 燕庄,3室1厅 | 96.76平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房,商业类",126.5万,单价13074元/平米
满五年 精装修 双气装的壁挂炉 朝南三居室,中鼎花园 _ 海洋馆,3室2厅 | 92.62平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房,商业类",122.9万,单价13270元/平米
税费少，满五唯一，交通方便，50米就是二号地铁线,花半里东区 _ 新北站,3室2厅 | 102.41平米 | 东南 | 简装 | 低楼层(共31层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",115万,单价11230元/平米
临东区CBD 精装修次新房 全南户型 小区中间位置,宏光协和城邦 _ 未来大厦,3室2厅 | 89.44平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房,商业类",187万,单价20908元/平米
普罗两居室，带边窗看房有钥匙，无多余税费,普罗旺世塞纳维斯 _ 庙李,2室1厅 | 82.25平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"VR看装修,房本满五年,随时看房",160万,单价19453元/平米
东区旁 品质小区  业主诚心出售 毛坯大三房,非常国际 _ 枣庄,3室2厅 | 130.96平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,"VR看装修,房本满五年,随时看房",258万,单价19701元/平米
此房满五年不唯一，采光充足，多层，业主诚心出售！！,东文雅 _ 北站,2室1厅 | 80平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",96万,单价12000元/平米
南阳路，开元小区，低楼层大三房，三卧朝南。无遮挡,开元小区 _ 南阳路,3室2厅 | 110.35平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房",125万,单价11328元/平米
黄河路沙口路，电梯洋房，双气纯毛坯，看房有钥匙,摩尔花园 _ 沙口路,3室2厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房",195万,单价14339元/平米
天佑南北通透两房，相当于满五唯一，随时看房,天佑小区 _ 燕庄,2室2厅 | 89.79平米 | 北 南 | 精装 | 中楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",199万,单价22163元/平米
主城区地铁口，精装修，满五年税费少 业主诚心出售,物华.台地公寓 _ 沙口路,3室2厅 | 117.14平米 | 南 北 | 精装 | 28层  | 板楼,"近地铁,VR房源,房本满五年,随时看房",182万,单价15537元/平米
新上房源，精装小三室，满五年.看房方便,升龙汇金广场一号院 _ 南阳路,3室2厅 | 90.69平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,"VR看装修,房本满两年,随时看房",135万,单价14886元/平米
东明路双气房子 朝南小两房 中间楼层 视野无遮挡 急售,名门国际 _ 财富广场,2室1厅 | 51.35平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,"VR看装修,房本满五年,随时看房",77万,单价14996元/平米
电梯房，满五不唯一，采光充足，视野宽阔。,富邦铭邸 _ 省中医院,2室1厅 | 80.01平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,"VR看装修,房本满五年,随时看房",100万,单价12499元/平米
地铁口 满五唯一朝南双气两房，有钥匙看房方便,中州锦绣花苑 _ 燕庄,2室1厅 | 82.24平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,"近地铁,VR房源,房本满五年,随时看房",118万,单价14349元/平米
北三环人车分流双气 满五唯一  三房急售,金晨嘉园 _ 陈寨,3室2厅 | 93.14平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,"VR看装修,房本满五年",175万,单价18789元/平米
鑫苑名家，院中间，电梯房，有2个车位卡，家电家具带,鑫苑名家 _ 北站,3室2厅 | 137.97平米 | 北 南 | 其他 | 中楼层(共11层)  | 板楼,"VR房源,房本满五年",288万,单价20875元/平米
南可直视正弘城，北可小孩楼下嬉戏,普罗旺世波特兰 _ 庙李,3室2厅 | 88.92平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,"近地铁,VR房源,房本满五年",161万,单价18107元/平米
阳光新城客厅6.5米挑空 有三个露台 100平左右楼顶花园,阳光新城 _ 北站,5室2厅 | 202.24平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,"VR房源,房本满五年",465万,单价22993元/平米
紫荆山主干道  标准三房年代新可贷款,金紫伊苑 _ 商代遗址,3室1厅 | 91.35平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,"近地铁,VR房源,房本满五年",114.9万,单价12578元/平米
D铁口，大社区，电梯三室，双气，税费低，看房方便,华林都市家园 _ 南阳路,3室2厅 | 97.29平米 | 南 西南 西 | 简装 | 低楼层(共26层)  | 板楼,"近地铁,VR房源,房本满五年",155万,单价15932元/平米
满五唯一 三十万精装 南北通透 四房两卫 动静分离,博瑞花园 _ 燕庄,4室2厅 | 150.06平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,"近地铁,VR看装修,房本满五年",235万,单价15661元/平米
建文旁，文政源，房龄新，04年建成，低楼层，南北通,红旗路52号院 _ 花园路,3室2厅 | 138.8平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR房源,房本满五年",220万,单价15851元/平米
广汇中间位置 通透三房 满五唯一 业主急售,广汇·PAMA _ 未来大厦,3室2厅 | 164.32平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,"VR房源,房本满五年",350万,单价21300元/平米
东风路省中医院 小高层一梯两户 落地阳台满五年唯一,裕华文桂园 _ 绿茵广场,2室2厅 | 102.83平米 | 南 | 其他 | 中楼层(共12层)  | 板塔结合,"VR看装修,房本满五年,随时看房",140万,单价13615元/平米
高层复式，精装修，南北通透 唯一,锦绣汇城 _ 徐寨,5室2厅 | 189.03平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,"近地铁,VR房源,房本满五年",249万,单价13173元/平米
琥珀名城 2室2厅 南,琥珀名城 _ 汽配大世界,2室2厅 | 80.41平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,"VR房源,房本满五年,随时看房",115万,单价14302元/平米
多层复式5居室带大露台，可种花种菜夏天烧烤,中方园东区 _ 陈寨,5室2厅 | 185.38平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR房源,房本满五年",135万,单价7283元/平米
公园旁 朝南一室 看房方便 着急卖,天明森林国际公寓 _ 绿茵广场,1室1厅 | 41.18平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,"VR看装修,房本满五年,随时看房",58万,单价14085元/平米
金晨嘉园，朝南两房满五唯一，无贷款，业主诚心出售,金晨嘉园 _ 陈寨,2室1厅 | 85.62平米 | 东南 | 精装 | 低楼层(共30层)  | 板楼,"VR看装修,房本满五年,商业类",145万,单价16936元/平米
东风渠畔 温馨两房 地铁口 正常税费  业主诚心出售,圣菲城 _ 徐寨,2室2厅 | 95.91平米 | 南 | 简装 | 中楼层(共22层)  | 塔楼,"VR房源,房本满两年,商业类",195万,单价20332元/平米
前排纯朝南户型  高楼层  户型好 诚意出售,天伦星钻 _ 未来大厦,2室2厅 | 89.7平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,"VR房源,房本满五年,商业类",173万,单价19287元/平米
农业路南阳路，精装修三房，南北通透，看房方便,叠翠园 _ 沙口路,3室2厅 | 104.61平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,商业类",139万,单价13288元/平米
东风渠畔 满五唯一 标准大三房 诚心出售,恒升家园 _ 北站,3室2厅 | 118.31平米 | 南 北 | 简装 | 低楼层(共6层)  | 塔楼,"近地铁,VR看装修,房本满五年",182万,单价15384元/平米
能贷款，地铁口，与农科路一路之隔,河南省农科院东家属院 _ 枣庄,3室1厅 | 83.63平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,"近地铁,VR看装修,房本满五年",210万,单价25111元/平米
此房满五年不唯一，1楼双气，能签字诚意卖,河南财经政法大学文化路家属院 _ 科技市场,2室1厅 | 58.27平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年",230万,单价39472元/平米
双气院大环境好！近体育场3地铁！低总价朝南一房,河南省岩石矿物测试中心家属院 _ 大石桥,1室1厅 | 43.04平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年",90万,单价20911元/平米
郑大二附院家属院 小户型上班方便,郑大二附院家属院（经八路25号院） _ 花园路,1室1厅 | 40.2平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年",30万,单价7463元/平米
